documentid,paymentid,amount,date,vendor_name,vendor_address
00d0930697230,00p0115694764,28.50,2018-5-5,OLD TOWN OPITIAM SDN BHD,"NO,35, JALAN KEBUDAYAAN 8, TAMAN UNIVERSITY,8I300 SKUDAI, JOHOR"
00d0426803895,00p0249299212,31.80,2018-3-19,BON SENG PAPER SD BHD,"12, JAALN BUNGA TANJUNFG,2/16 SEKSYEN 2,40000 SHAH ALAM, SELANGOR"
00d0638988191,00p0432994198,31.8,2017-10-18,GRDENIA BAKERIES (KL) SDN BHD,"LOT 3, JALAN ELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0121880972,00p0943973787,100.990,2018-3-13,YYONY TT HARDWARE TRADING,"NO 4,JALAN PERJIRANAN 100, TAMAN AIR BIRU, 8170 PASIR GUDANG, JOHOR."
00d0664097059,00p0544980218,31.45,2017-11-12,MPH BOOKSTORES DSN BHD,"LOT S319, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE, NO1, LEBUH BANDAR UTAMA,47800P.JAYA"
00d0377572170,00p0616191740,165.0,2017-6-14,BEMED (SP) DSN. BHD.,"NO.49, JALAN DINAR G U3/G,SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E."
00d0182384739,00p0477834691,39.78,2017-8-24,GARDENIA BAKRIES (KL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0953772440,00p0804023246,4.70,2017-5-15,BROADVIEW MARKETING SDN BHD,"NO. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDAAN, SEK,U3, 40150 SHAH ALAM,SELANGOR DD.E."
00d0534693438,00p0430763828,2.0,2018-4-5,THE RTOI MAN BAKEDY,"117, JALAN RADIN HAGUS, SRI PEIALING"
00d0964499840,00p0817023586,26.690,2018-1-18,GGERBNAG ALAF RESTAURATS SDN BHD,"LEVEL 6, BANGUNAN TYH, DAMANSARA UPTOWN3 NO.3, JAIAN SS21/39,47400 PETALING JAYA SELANGOR"
00d0904741091,00p0249157522,8.70,2018-5-13,UNOIHAKKA INTERNATIONAL SDN BHD,"12, JALAN TAMPOI 7/4,KAWZSAN PERINDUSTRIAN ATMPOI,81200 JOHOR BAHRU,JOHOR"
00d0674219107,00p0131025914,52.45,2017-8-2,PREMIO STATIONERY SDN BHD,F-G-01 JALAN SS 6/5B DATARAN GLOMCA. KELANA JAYA 47001 PETALING JAYA. SELANGOR
00d0362311019,00p0166204246,2.10,2016-4-6,99 SPEED ART S/B,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1174-PERMATA MAGNA"
00d0760304510,00p0947905633,8.60,2016-6-44,MR. D.I.Y. (M) SDN BBHD,"LOT 1 851 -A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0588374381,00p0171550031,32.50,2017-9-2,YSOON FATT S/B,"LOT 1594, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELWANGOR."
00d0911267818,00p0763984016,143.30,2016-7-6,MR. D.I.Y. (KUCHAI) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGANN, SELANGOR"
00d0411132243,00p0772972704,84.19,2017-10-26,GARDENIA BAKERIDS (KL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0913770897,00p0520657247,112.45,2018-12-2,PERNJAGAAN ZHENG HU,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81760 JOHOR BAHRU
00d0308915412,00p0349016507,11.600,2018-5-772,KFA SUPLY,125A TUNGKAT BAWAH PT 1961 JALAN MALIINJA SITE B 45400 SEKINCHAN SELANGOR
00d0419719085,00p0617886989,118.35,2017-5-25,SEGI CASH & CARRYY SDN. BHD.,"PT17920 SFK U9, SSHAH ALAM"
00d0948775947,00p0493082902,3.76,2018-4-20,HAXINCONE RESOURCES SDN BDH,"16A, JALAN ASTAKA U8/83, BUKIT JELUTONG 40159 SHAH ALAN, SFLANGOR D.E."
00d0564198512,00p0966556501,18.0,2017-3-6,BROADVIEW  MARKETING SDN NBHD,"ON. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDANA, SEK,U3, 40150 SHAH ALAM,SELANGOR D.E."
00d0194796076,00p0121173329,37.55,2017-8-21,GARDENIA BAKERIES (KL) SDN BHD,"LOT 3, JALAN PELABUR 23/1, 49300 SHHAH ALAM, SELANGOR."
00d0448828100,00p0649797797,8.0,2018-3-15,PERNIAGAAN ZHENG HUI,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU
00d0599930970,00p0267824528,247.55,2017-9-13,BECON STATIKONER BECON ENTERPRISE SDN BHD,"NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR."
00d0876837917,00p0612141573,56.0,2018-3-30,RE AIS TTOAL OULMES,AUTOROUTE RABAT MEKNES 150090 KHEMISSET
00d0650437495,00p0408927089,41.78,2017-10-24, GAERDENIA BAKERIES (KL) SND BHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0338048914,00p0885791620,127.520,2018-6-3,KEDAI PAPAN YEW CHUAN,"LOT 276 JALAN BANTING 4380 DENGKIL, SELANGOR."
00d0626463001,00p0285038306,8.7,2018-3-3,UNIHAKKA INTERNATIONNAL SDN BHD,"12, JALLAN TAMPOI 7/4,KAWASAN P ERINDUSTRIAN TAMPOI 81200 JOHOR BAHRU,JOHOR"
00d0389135415,00p0134025156,45.0,2018-72-3,MR. D.I.Y. (KUCHAI) SDN BHD,"LOT 18551-A & 1851-B, JALAH KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 4330 SERI KEMBANGAN, SELANGOR"
00d0886341707,00p0151413045,164.0,2018-5-26,DIMILIKI OLEH : DOVE HOIDINGS SDN BHD,"LOT S25, AEON TEBRAU CITY JUSCO NO 1, ILN DESA TEBRAU, TMN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOR"
00d0435587221,00p0565254218,0.36,2018-1-13,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
00d0422368687,00p0788296642,7.70,2018-12-5,VERBENA GONFECTIONERY SDN BHD,"1, AJLAN SUTERA TANJUNG 8/4, TMN SUTERA UTAMZ, 81300 SKUDAI, JB."
00d0920899195,00p0168791540,65.56,2018-9-3,RESTAURANT JIAWEI JIAWEI HOUSE,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI 57000 KL"
00d0450998902,00p0290159783,60.0,2018-11-2,EL1TETRAX MARKETIGN SDN BHD,"LOT 1F-01&02,01ST FLR,PARADIGM MALL, NO. 1 JALAN SS 7/26A, KELANA JAYA, 47301 PETALING JAYA"
00d0530724847,00p0957016018,6.0,2018-3-19,RESTROAN WAN SHENG,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9,  BANDAR MAHKOTA CHERASS, 43200 CHERAS, SELANGOR"
00d0935614053,00p0668350636,79.10,2018-3-27,LIAN HIJN STATIONERY SDN BHD,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG ERAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
00d0787822677,00p0328451488,30.70,2018-5-17,DE MAXIMUM THAI EXPRESS SDN BHD,"BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300"
00d0885837043,00p0395475430,39.0,2018-2-22,NADEJE PRESTIGE SDN BYD,"LOT NO. : G1 . 116A,GROUND FLOOR , SUNWAY PYRAMID , NO.3, JALAN PJS 11/15, BANDAR SUNWAY , 4750 PETALING JAYA."
00d0726102139,00p0126011232,43.7,2017-7-4,SANYU STATIONERY HSOP,"NO. 31G&33G, JALAN SETIA INDAAH X,U13/X 40170 SERTIA ALAM"
00d0177909385,00p0482629744,555.10,2018-1-14,TEO HENG STATIONERY & BOKS,"NO.53, JALAN BESAR, 45600 GATANG BEJUNTAL SELANGOR DARUL EHSAN"
00d0764796072,00p0664046493,7.2,2018-4-16,AMPANG 210 FIRST CIYT PPARKING SDN BHD,"A-09-10 PRIMA AVENUE THE TUBE, 1/39, D ATARAN PRIMA 46301 PETALING JAYA SELANGOR DE"
00d0242366463,00p0778749877,8.95,2016-7-31,YAM FRESH,"NO.145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBIUNAN KEPONG, 52100 KUALA LUMPUR"
00d0844880238,00p0766704342,9.20,2018-3-24,UNJHAKKA INTERNATIONAL SDN BHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0439076290,00p0608557804,68.10,2016-4-22,MR. D.I.Y. (M) SDN BHD,"LOT 151-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN,SELANGOR"
00d0171220341,00p0715773213,116.28,2018-11-1,SYARIKAT PERNIAGAAN GIN KEE,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
00d0827574327,00p0122778094,25.10,2017-1-11,99 SPEED MART S/B,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANOGR 1214-JINJANG UTARA"
00d0159988592,00p0886804274,8.70,1018-4-11,UNIHAKKA INTERNATIONAL SDN BHD,"12,JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0432757654,00p0442168254,27.0,20158-44-13,ENW HARDWARE CENTRE (M) SND. BHD.,"NO: G3, BLK G, JNL PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN."
00d0338418904,00p0719047134,30.90,2018-11-18,R M D.I.Y. (M) S0N BHD,"LOT 41851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (TESCO PTRA NILAI)"
00d0692025607,00p0688673200,7.0,2018-12-3,RESTTORAN WAN SHENG,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 C HERAS, SELANGOR"
00d0366175414,00p0519901459,7.0,2018-4-18,UNIHAKKA INTERNATIONAL SDN BHD,"12, JALAN TAMPOI 7/4,KAWASAJN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
00d0289417092,00p0773510088,15.10090,2017-12-2,HOME MASTER HARDWARE & ELECTRICAL,"NO.113G & 115G, JALAN SETIA GEMBILANG U13/BG BANDAR SETIA ALAM, 40170 NBANDAR SETIA ALAM, SELANGOR."
00d0116788763,00p0903716403,9.1,2018-11-4,MR. D.I.Y. (M) SDNNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0553233477,00p0677861166,21.50,2018-2-16,GOLDEN SCOOP SDN BH D,"A-16-1, TOWER A, NORTHPOINT OFFICE, MID VALLEY CITY, NO1, MEDAN SYED PUTRA UTARA KUALA LUMPUUR MALAYSIA"
00d0366117594,00p0353047505,8.40,2018-3-21,ANZEL ADVERTISING (M) SDN BHD,"UNIT G-5B, GROUND FLOOR, WISMA UOA II, NOO 21, JALAN PINANG, 50450 KUALA LUMPUR,MALAYSIA"
00d0968376605,00p0984408154,189.110,2016-12-13,GREE N IANE PHARMACY SDN BHD,"33 JLN BANGAU 1,KEPONG BARU, 52100 KEPONG,KL"
00d0159517738,00p0438758078,24.40,2017-8-14,99 PSEED M ART S/B,"LOT P.T. 2811, JALAN ANGASA, TAMAN BERKELEY 41150 KLABG, SELANGOR 1243-JLN PUDU ULU"
00d0884773399,00p0458217295,66.90,2018-3-27,UNIHAKA INTEENQATIONAL SDN BHD,"12, JALAN ATMPOI 7/4,KAWASAN PARINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR"
00d0930689679,00p0824784259,7.242,2017-2-12,SYARIKATT PERNIAGAAN GN KEE,"NO 290, JALAN AIR PANAS. SETAPAK. 53200, KUALA LUMPUR."
00d0815885891,00p0808351813,75.0,2018-4-16,WESTERN EASETRN ST TIONERY SDN. BHD," 42-46, JLN SULTAN ZALAN SHAH 51200 KUALALUMPUR"
00d0963161084,00p0964319972,21.37,2017-4-23,TIMES BOOKSTORES,"LOT F21 & 22, CIT TA MALL NO 1, JLN PJU 1A/4 47301"
00d0817657245,00p0808078518,3.90,2017-10-31,SANYYU STATIOBERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
00d0818597221,00p0953555728,888.95,2018-2-28,AWON CO. (M) BHD.,"3RD FLR, AEON TAKAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS ,55100 KUALA LUMPUR"
00d0400234172,00p0608933157,68.41,2017-6-8,GARDENIA BAKERIES (KL) SDN PHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
00d0186887844,00p0333856318,26.16,218-3-23,MR. D.I.Y. () SDN BHD,"LOT 15851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0797433528,00p0300758854,37.80,2017-8-3,MR. D.I.Y. (KUCHAI) SDN BHD,"LOT 1851-A & 1851-B, JALAN KPNBB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
00d0976607312,00p0264582387,9.910,2018-2-20,9 SPED MART S/B,"LOT P.T. 2811, JAPAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1249-TMN PANDAN CAHAYA"
00d0849102191,00p0452419266,10.7,2018-5-27,UNIHAKKA INTERNATIONAL SDN BHD,"21, JALAN TAMPOI 7/4,KKAWASAN PERINDUSTRIANTAMPOI,8120 JOHOR BHRU,JOHOR"
00d0892818805,00p0762283684,95.50,2017-1-9,GARDENIA BAKERIES (J KL) DSN BHD,"LOT 3, JALAN PELABUR 2 3/1, 40300 SHAH ALAM, SELANGOR."
00d0555910882,00p0495564015,10.45,2018-3-28,AX0VANCO COMAPNY,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSAA LINK, WANGSA MAJU, 53 300 KUALA LUMPUR"
00d0343987945,00p0568347014,5.0,2017-3-13,TRISHAAS SDN BHD,"4-20, JALA RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR"
00d0453489586,00p0665705880,0.20,2018-4-22,AEON CO. (M) SDN BHD,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TA MAN MALURI CHERAS, 55100 KUALA LUMPUR"
00d0223498663,00p0611347643,29.30,2016-12-25,GOLDEN ARCHES RESTAURANTS SDN BHD,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR"
00d0206227401,00p0603265655,8.70,2017-8-7,SANYU STATIONERY SHOP,"NO. 31G&3G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
00d0898930568,00p0751192439,2.50,2018-1-24,99 SPEED MART S/B,"LOT P.T. 281 1, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1076-IJOK"
00d0397644256,00p0962484273,63.80,2018-2-22,BILLION SIX ENTERPRISE,"NO 3, JALAN TAMAN JAS'A 2; . SECTION U6, 40150 SHAH ALAM."
00d0692152542,00p0804207368,5.88,2017-5-24,SABNYU STATIONERY SHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,UU13/X 4170 SETIA  ALAM"
